lemma_a,lemma_b
EMIGRATION,EMIGRER
EMIGRE,EMIGRER
EMMAGASINAGE,EMMAGASINER
EMMAGASINER,MAGASIN
EMMENER,MENER
EMOTION,EMOTIONNEL
EMOUVANT,EMOUVOIR
EMPECHEMENT,EMPECHER
EMPHASE,EMPHATIQUE
EMPIETEMENT,EMPIETER
EMPLIR,REMPLIR
EMPLOI,EMPLOYER
EMPLOYE,EMPLOYER
EMPLOYER,EMPLOYEUR
EMPRESSEMENT,EMPRESSER
EMPRESSER,PRESSER
EMPRISONNEMENT,EMPRISONNER
EMPRISONNER,PRISON
EMPRUNT,EMPRUNTER
EMPRUNTER,EMPRUNTEUR
ENCADREMENT,ENCADRER
ENCAISSE,ENCAISSER
ENCAISSEMENT,ENCAISSER
ENCASTREMENT,ENCASTRER
ENCEPHALE,ENCEPHALITE
ENCERCLEMENT,ENCERCLER
ENCHAINE,ENCHAINER
ENCHAINEMENT,ENCHAINER
ENCHANTEMENT,ENCHANTER
ENCHANTEMENT,ENCHANTEUR
ENCHANTER,ENCHANTEUR
ENCHERIR,ENCHERISSEUR
ENCHERIR,RENCHERIR
ENCHEVETREMENT,ENCHEVETRER
ENCOMBRANT,ENCOMBRER
ENCOMBREMENT,ENCOMBRER
ENCYCLOPEDIE,ENCYCLOPEDIQUE
ENCYCLOPEDIE,ENCYCLOPEDISTE
ENDOTHELIAL,ENDOTHELIUM
ENDURCIR,ENDURCISSEMENT
ENERGETIQUE,ENERGIE
ENERGIE,ENERGIQUE
ENERVER,NERF
ENFANT,ENFANTER
ENFANTEMENT,ENFANTER
ENFERMEMENT,ENFERMER
ENFERMER,RENFERMER
ENFLAMMER,FLAMME
ENFONCEMENT,ENFONCER
ENFONCER,FOND
ENFOUIR,ENFOUISSEMENT
ENFUIR,FUIR
ENGAGE,ENGAGER
ENGAGEMENT,ENGAGER
ENGAGER,GAGE
ENGENDREMENT,ENGENDRER
ENGLOBER,GLOBE
ENGOUFFRER,GOUFFRE
ENGOURDIR,ENGOURDISSEMENT
ENGRAIS,ENGRAISSER
ENGRAISSEMENT,ENGRAISSER
ENGRAISSER,GRAISSE
ENHARDIR,HARDI
ENIGMATIQUE,ENIGME
ENJOINDRE,JOINDRE
ENJOLIVER,JOLI
ENLEVEMENT,ENLEVER
ENLEVER,LEVER
ENNUI,ENNUYER
ENNUI,ENNUYEUX
ENONCE,ENONCER
ENONCER,ENONCIATEUR
ENONCER,ENONCIATION
ENONCIATEUR,ENONCIATIF
ENONCIATEUR,ENONCIATION
ENONCIATIF,ENONCIATION
ENORGUEILLIR,ORGUEIL
ENORME,ENORMITE
ENQUERIR,ENQUETE
ENQUERIR,QUERIR
ENRACINEMENT,ENRACINER
ENRACINER,RACINE
ENREGISTREMENT,ENREGISTRER
ENREGISTREMENT,ENREGISTREUR
ENREGISTRER,ENREGISTREUR
ENRICHIR,ENRICHISSANT
ENRICHIR,ENRICHISSEMENT
ENROLEMENT,ENROLER
ENROLER,ROLE
ENSEIGNANT,ENSEIGNER
ENSEIGNEMENT,ENSEIGNER
ENSEMENCEMENT,ENSEMENCER
ENSEMENCER,SEMENCE
ENSEVELIR,ENSEVELISSEMENT
ENSOLEILLER,SOLEIL
ENSUIVRE,SUIVRE
ENTAILLER,TAILLER
ENTAME,ENTAMER
ENTASSEMENT,ENTASSER
ENTASSER,TAS
ENTENDEMENT,ENTENDRE
ENTENDRE,ENTENTE
ENTHOUSIASME,ENTHOUSIASTE
ENTOMOLOGIE,ENTOMOLOGIQUE
ENTOMOLOGIE,ENTOMOLOGISTE
ENTOUR,ENTOURER
ENTOURAGE,ENTOURER
ENTRAINANT,ENTRAINER
ENTRAINEMENT,ENTRAINER
ENTRAINER,ENTRAINEUR
ENTRAINER,TRAINE
ENTRAINER,TRAINER
ENTRELACEMENT,ENTRELACER
ENTREPOSAGE,ENTREPOSER
ENTREPOSER,ENTREPOT
ENTREPRENANT,ENTREPRENDRE
ENTREPRENDRE,ENTREPRISE
ENTRETENEUR,ENTRETENIR
ENUMERATION,ENUMERER
ENVAHIR,ENVAHISSANT
ENVAHIR,ENVAHISSEMENT
ENVAHIR,ENVAHISSEUR
ENVAHISSEMENT,ENVAHISSEUR
ENVELOPPANT,ENVELOPPER
ENVELOPPE,ENVELOPPER
ENVELOPPEMENT,ENVELOPPER
ENVIE,ENVIER
ENVIE,ENVIEUX
ENVIRONNANT,ENVIRONNER
ENVIRONNEMENT,ENVIRONNEMENTAL
ENVIRONNEMENT,ENVIRONNER
ENVISAGEABLE,ENVISAGER
ENVISAGER,VISAGE
ENVOL,ENVOLER
ENVOLER,VOLER
ENZYMATIQUE,ENZYME
EPAISSIR,EPAISSISSEMENT
EPANCHEMENT,EPANCHER
EPANOUIR,EPANOUISSEMENT
EPARGNE,EPARGNER
EPARPILLEMENT,EPARPILLER
EPI,EPIER
EPIDEMIOLOGIE,EPIDEMIOLOGIQUE
EPIDERME,EPIDERMIQUE
EPIGRAPHIE,EPIGRAPHIQUE
EPILEPSIE,EPILEPTIQUE
EPISODE,EPISODIQUE
EPISTEMOLOGIE,EPISTEMOLOGIQUE
EPITHELIAL,EPITHELIUM
EPOUSER,EPOUX
EPOUVANTABLE,EPOUVANTE
EPOUVANTABLE,EPOUVANTER
EPOUVANTE,EPOUVANTER
EPOUVANTEMENT,EPOUVANTER
EPROUVER,EPROUVETTE
EPROUVER,PROUVER
EPROUVER,REPROUVER
EPUISEMENT,EPUISER
EPUISER,PUITS
EPURATION,EPURER
EPURE,EPURER
EQUARRIR,EQUARRISSAGE
EQUILIBRAGE,EQUILIBRER
EQUILIBRAGE,REEQUILIBRAGE
EQUILIBRATION,EQUILIBRER
EQUILIBRER,REEQUILIBRER
EQUIPAGE,EQUIPEMENT
EQUIPAGE,EQUIPER
EQUIPE,EQUIPER
EQUIPEMENT,EQUIPER
EQUITABLE,EQUITE
EROTIQUE,EROTISME
ERRANCE,ERRER
ESCALADE,ESCALADER
ESCAMOTABLE,ESCAMOTER
ESCHATOLOGIE,ESCHATOLOGIQUE
ESCLAVAGE,ESCLAVAGISTE
ESCORTE,ESCORTER
ESPION,ESPIONNER
ESPIONNAGE,ESPIONNER
ESQUISSE,ESQUISSER
ESSAI,ESSAYER
ESSENCE,ESSENTIEL
ESSENTIEL,INESSENTIEL
ESTIMABLE,ESTIMER
ESTIMABLE,INESTIMABLE
ESTIMATION,ESTIMER
ESTIME,ESTIMER
ESTUAIRE,ESTUARIEN
ETABLI,ETABLIR
ETABLIR,ETABLISSEMENT
ETABLIR,RETABLIR
ETALAGE,ETALEMENT
ETALAGE,ETALER
ETALEMENT,ETALER
ETAT,ETATIQUE
ETERNEL,ETERNISER
ETHNIE,ETHNIQUE
ETHNOGRAPHIE,ETHNOGRAPHIQUE
ETHNOLOGIE,ETHNOLOGIQUE
ETINCELANT,ETINCELER
ETIOLOGIE,ETIOLOGIQUE
ETONNEMENT,ETONNER
ETOUFFEMENT,ETOUFFER
ETOURDIR,ETOURDISSEMENT
ETRANGE,ETRANGER
ETRANGE,ETRANGETE
ETRANGLEMENT,ETRANGLER
ETREINDRE,ETREINTE
ETUDE,ETUDIER
ETYMOLOGIE,ETYMOLOGIQUE
EUCHARISTIE,EUCHARISTIQUE
EVACUATION,EVACUER
EVADE,EVADER
EVALUATION,EVALUER
EVALUATION,REEVALUATION
EVANGELISATION,EVANGELISER
EVANGELISER,EVANGELISTE
EVANOUIR,EVANOUISSEMENT
EVAPORATION,EVAPORER
EVEIL,EVEILLER
EVEILLE,EVEILLER
EVENEMENT,EVENEMENTIEL
EVOCATION,EVOQUER
EVOLUER,EVOLUTIF
EVOLUER,EVOLUTION
EVOLUTIF,EVOLUTION
EVOLUTION,EVOLUTIONNISME
EVOLUTION,EVOLUTIONNISTE
EVOLUTIONNISME,EVOLUTIONNISTE
EXACERBATION,EXACERBER
EXACT,EXACTITUDE
EXACT,INEXACT
EXAGERATION,EXAGERER
EXALTATION,EXALTER
EXALTE,EXALTER
EXAMEN,EXAMINER
EXAMINATEUR,EXAMINER
EXASPERATION,EXASPERER
EXCEDENT,EXCEDENTAIRE
EXCEDENT,EXCEDER
EXCEDER,EXCES
EXCEDER,EXCESSIF
EXCENTRICITE,EXCENTRIQUE
EXCEPTE,EXCEPTER
EXCEPTER,EXCEPTION
EXCEPTION,EXCEPTIONNEL
EXCITANT,EXCITER
EXCITATEUR,EXCITATION
EXCITATEUR,EXCITER
EXCITATION,EXCITER
EXCITE,EXCITER
EXCITER,SUREXCITER
EXCLUSIF,EXCLUSION
EXCLUSIF,EXCLUSIVISME
EXCLUSIF,EXCLUSIVITE
EXCOMMUNICATION,EXCOMMUNIER
EXCOMMUNIE,EXCOMMUNIER
EXCURSION,EXCURSIONNISTE
EXCUSE,EXCUSER
EXECUTER,EXECUTIF
EXECUTER,EXECUTION
EXECUTIF,EXECUTION
EXEMPLAIRE,EXEMPLARITE
EXEMPLAIRE,EXEMPLE
EXHAUSTIF,EXHAUSTIVITE
EXIGENCE,EXIGER
EXIGER,EXIGIBLE
EXIGIBILITE,EXIGIBLE
EXISTENCE,EXISTENTIEL
EXISTENCE,EXISTER
EXISTENTIALISME,EXISTENTIALISTE
EXOTIQUE,EXOTISME
EXPANSIONNISME,EXPANSIONNISTE
EXPATRIATION,EXPATRIER
EXPEDIER,EXPEDITEUR
EXPEDIER,EXPEDITION
EXPEDITEUR,EXPEDITION
EXPEDITION,EXPEDITIONNAIRE
EXPEDITION,REEXPEDITION
EXPERIMENTATEUR,EXPERIMENTATION
EXPERIMENTATEUR,EXPERIMENTER
EXPERIMENTATION,EXPERIMENTER
EXPERT,EXPERTISE
EXPIATION,EXPIER
EXPIRATION,EXPIRER
EXPLICATIF,EXPLICATION
EXPLICATIF,EXPLIQUER
EXPLICATION,EXPLIQUER
EXPLICITATION,EXPLICITER
EXPLICITE,EXPLICITER
EXPLOITABLE,EXPLOITER
EXPLOITANT,EXPLOITER
EXPLOITATION,EXPLOITER
EXPLOITE,EXPLOITER
EXPLOITE,INEXPLOITE
EXPLOITER,EXPLOITEUR
EXPLORATEUR,EXPLORATION
EXPLORATEUR,EXPLORER
EXPLORATION,EXPLORATOIRE
EXPLORATION,EXPLORER
EXPLORATOIRE,EXPLORER
EXPORT,EXPORTER
EXPORTATEUR,EXPORTATION
EXPORTATEUR,EXPORTER
EXPORTATION,EXPORTER
EXPORTATION,REEXPORTATION
EXPOSE,EXPOSER
EXPOSER,EXPOSITION
EXPRESSION,EXPRESSIONNISME
EXPRESSION,EXPRESSIONNISTE
EXPRESSION,EXPRIMER
EXPRESSIONNISME,EXPRESSIONNISTE
EXPROPRIATION,EXPROPRIER
EXPULSE,EXPULSER
EXPULSER,EXPULSION
EXTERIORISATION,EXTERIORISER
EXTERMINATION,EXTERMINER
EXTIRPATION,EXTIRPER
EXTRAIRE,EXTRAIT
EXTREME,EXTREMITE
FABLE,FABULEUX
FABRICATION,FABRIQUER
FABRIQUE,FABRIQUER
FACE,FACIAL
FACILITATION,FACILITER
FACON,FACONNER
FACONNEMENT,FACONNER
FACTEUR,FACTION
FACTEUR,FACTORIEL
FACTIEUX,FACTION
FACTION,FAIRE
FACULTATIF,FACULTE
FAILLE,FAILLIR
FAILLIR,FAILLITE
FAIRE,FAIT
FALSIFICATION,FALSIFIER
FANTAISIE,FANTAISISTE
FANTOMATIQUE,FANTOME
FASCISME,FASCISTE
FATAL,FATALITE
FATALISME,FATALITE
FATIGUE,FATIGUER
FAUSSER,FAUX
FAUSSETE,FAUX
FAVEUR,FAVORABLE
FAVEUR,FAVORISER
FECONDATION,FECONDER
FEDERAL,FEDERALISME
FEDERAL,FEDERALISTE
FEDERALISME,FEDERALISTE
FEDERATEUR,FEDERATION
FELDSPATH,FELDSPATHIQUE
FELICITATION,FELICITER
FEMININ,FEMINISTE
FEMINISME,FEMINISTE
FENDRE,FENTE
FER,FERREUX
FERMENTATION,FERMENTER
FERTILE,FERTILISER
FERTILE,FERTILITE
FERTILISANT,FERTILISER
FERTILISATION,FERTILISER
FETE,FETER
FEUILLE,FEUILLETER
FEUILLETE,FEUILLETER
FIABILITE,FIABLE
FIABLE,FIER
FIBRE,FIBREUX
FICHE,FICHIER
FICTIF,FICTION
FICTION,FICTIONNEL
FIER,FIERTE
FIGURATIF,FIGURATION
FIGURATIF,FIGURER
FIGURATION,FIGURER
FIGURE,FIGURER
FIL,FILER
FIL,FILET
FIL,FILIERE
FILATURE,FILER
FILER,FILET
FILTRATION,FILTRER
FILTRE,FILTRER
FIN,FINAL
FIN,FINESSE
FINAL,FINALITE
FINANCE,FINANCER
FINANCEMENT,FINANCER
FISC,FISCAL
FIXATION,FIXER
FIXE,FIXER
FIXE,FIXITE
FLATTER,FLATTERIE
FLECHIR,FLECHISSEMENT
FLECHIR,FLECHISSEUR
FLECHIR,FLEXION
FLECHISSEMENT,FLECHISSEUR
FLEURIR,REFLEURIR
FLOTTAISON,FLOTTER
FLOTTANT,FLOTTER
FLOTTE,FLOTTER
FLOTTEMENT,FLOTTER
FLUIDE,FLUIDITE
FOCAL,FOCALISER
FOCALISATION,FOCALISER
FOISONNANT,FOISONNER
FOISONNEMENT,FOISONNER
FOLIE,FOU
FOMENTATION,FOMENTER
FONCIER,FOND
FONCTION,FONCTIONNAIRE
FONCTION,FONCTIONNEL
FONCTION,FONCTIONNER
FONCTIONNAIRE,FONCTIONNARISME
FONCTIONNALITE,FONCTIONNEL
FONCTIONNEMENT,FONCTIONNER
FOND,FONDER
FONDAMENTAL,FONDEMENT
FONDANT,FONDER
FONDATEUR,FONDATION
FONDATEUR,FONDER
FONDATION,FONDER
FONDE,FONDER
FONDEMENT,FONDRE
FONDRE,FONTE
FONDRE,FUSION
FOOTBALL,FOOTBALLEUR
FORAGE,FORER
FORFAIT,FORFAITAIRE
FORMALISATION,FORMALISER
FORMAT,FORMER
FORMATEUR,FORMATION
FORMATEUR,FORMER
FORMATION,FORMER
FORME,FORMER
FORME,UNIFORME
FORMULAIRE,FORMULE
FORMULATION,FORMULER
FORMULATION,REFORMULATION
FORMULE,FORMULER
FORTIFICATION,FORTIFIER
FOU,FOUET
FOUDROYANT,FOUDROYER
FOUILLE,FOUILLER
FOULE,FOULER
FOULEE,FOULER
FOULER,REFOULER
FOURMI,FOURMILIERE
FOURMI,FOURMILLER
FOURMILLEMENT,FOURMILLER
FOURNIR,FOURNISSEUR
FOURRAGE,FOURRAGER
FOUTRE,FOUTU
FRACTION,FRACTIONNER
FRACTIONNEMENT,FRACTIONNER
FRAGILE,FRAGILITE
FRAGMENTATION,FRAGMENTER
FRAICHEUR,FRAIS
FRANCHIR,FRANCHISSEMENT
FRAPPE,FRAPPER
FRATERNEL,FRATERNISER
FREINAGE,FREINER
FREMIR,FREMISSANT
FREMIR,FREMISSEMENT
FREQUENT,FREQUENTER
FREQUENTATION,FREQUENTER
FRIRE,FRITE
FRISE,FRISER
FRISSON,FRISSONNER
FRIVOLE,FRIVOLITE
FROISSEMENT,FROISSER
FRONT,FRONTIERE
FRONTALIER,FRONTIERE
FRUCTIFICATION,FRUCTIFIER
FRUCTUEUX,INFRUCTUEUX
FUIR,FUITE
FUIR,FUYANT
FUME,FUMER
FUSIL,FUSILLER
FUSION,FUSIONNER
GAGNE,GAGNER
GAGNER,GAIN
GAGNER,REGAGNER
GAI,GAIETE
GALANT,GALANTERIE
GALVANISATION,GALVANISER
GARAGE,GARER
GARANTIE,GARANTIR
GARDE,GARDER
GARE,GARER
GARNIR,REGARNIR
GASTRONOMIE,GASTRONOMIQUE
GAZ,GAZEUX
GEL,GELER
GELEE,GELER
GEMIR,GEMISSANT
GEMIR,GEMISSEMENT
GENANT,GENER
GENE,GENER
GENEALOGIE,GENEALOGIQUE
GENERAL,GENERALISER
GENERAL,GENERALISTE
GENERAL,GENERALITE
GENERALISATION,GENERALISER
GENERATEUR,GENERATION
GENERATEUR,GENERER
GENERATION,GENERER
GENEREUX,GENEROSITE
GENIAL,GENIE
GENTIL,GENTILLESSE
GEOGRAPHIE,GEOGRAPHIQUE
GEOLOGIE,GEOLOGIQUE
GEOMETRE,GEOMETRIE
GEOMETRIE,GEOMETRIQUE
GERER,GESTION
GERME,GERMER
GERMINATIF,GERMINATION
GESTION,GESTIONNAIRE
GLACE,GLACIAL
GLACE,GLACIER
GLISSEMENT,GLISSER
GLOBAL,GLOBE
GLORIFICATION,GLORIFIER
GONFLEMENT,GONFLER
GOUT,GOUTER
GOUVERNANT,GOUVERNER
GOUVERNE,GOUVERNER
GOUVERNEMENT,GOUVERNEMENTAL
GOUVERNEMENT,GOUVERNER
GOUVERNEMENT,GOUVERNEUR
GOUVERNER,GOUVERNEUR
GOUVERNEUR,GOUVERNORAT
GRACE,GRACIEUX
GRAIN,GRANIT
GRAIN,GRENU
GRAND,GRANDEUR
GRANDDUC,GRANDDUCAL
GRANDDUC,GRANDDUCHE
GRANULOMETRIE,GRANULOMETRIQUE
GRAPHIE,GRAPHIQUE
GRATIFICATION,GRATIFIER
GRATUIT,GRATUITE
GRAVE,GRAVIER
GRAVE,GRAVIR
GRAVER,GRAVEUR
GRAVER,GRAVURE
GRAVIER,GREVE
GRAVITATION,GRAVITER
GREFFE,GREFFER
GREFFE,GREFFIER
GRIMPE,GRIMPER
GRONDE,GRONDER
GRONDEMENT,GRONDER
GROS,GROSSESSE
GROS,GROSSIER
GROSSIER,GROSSIERETE
GROSSIR,GROSSISSANT
GROSSIR,GROSSISSEMENT
GUERIR,GUERISON
GUERIR,GUERISSEUR
GUIDE,GUIDER
GYNECOLOGIE,GYNECOLOGIQUE
HABILE,HABILETE
HABILE,HABILITE
HABILITATION,HABILITER
HABILITATION,REHABILITATION
HABILITE,HABILITER
HABILITER,REHABILITER
HABILLEMENT,HABILLER
HABILLER,HABIT
HABITAT,HABITER
HABITATION,HABITER
HABITUE,HABITUER
HABITUEL,INHABITUEL
HAGIOGRAPHIE,HAGIOGRAPHIQUE
HALLUCINATION,HALLUCINATOIRE
HARANGUE,HARANGUER
HARDI,HARDIESSE
HARMONIE,HARMONIEUX
HARMONIE,HARMONISER
HARMONISATION,HARMONISER
HASARD,HASARDER
HATE,HATER
HATE,HATIF
HATER,HATIF
HAUSSE,HAUSSER
HAUSSER,REHAUSSER
HEBERGEMENT,HEBERGER
HEBRAIQUE,HEBREU
HEGEMONIE,HEGEMONIQUE
HEMORRAGIE,HEMORRAGIQUE
HENNIR,HENNISSEMENT
HEREDITAIRE,HEREDITE
HERESIE,HERETIQUE
HERITAGE,HERITER
HERITER,HERITIER
HERMAPHRODISME,HERMAPHRODITE
HEROISME,HEROS
HESITATION,HESITER
HETEROGENE,HETEROGENEITE
HEURT,HEURTER
HIERARCHIE,HIERARCHIQUE
HIERARCHIE,HIERARCHISER
HIERARCHISATION,HIERARCHISER
HIEROGLYPHE,HIEROGLYPHIQUE
HISTOIRE,HISTORIEN
HISTOIRE,HISTORIETTE
HISTOLOGIE,HISTOLOGIQUE
HISTORICITE,HISTORIQUE
HOMOGENE,HOMOGENEITE
HOMOSEXUALITE,HOMOSEXUEL
HONNETE,HONNETETE
HONNEUR,HONORAIRE
HONORABILITE,HONORABLE
HONORABLE,HONORER
HONTE,HONTEUX
HORIZONTAL,HORIZONTALITE
HORREUR,HORRIBLE
HOSPITALIER,HOSPITALITE
HOSPITALISATION,HOSPITALISER
HOSTILE,HOSTILITE
HOUILLE,HOUILLER
HUIS,HUISSIER
HUMAIN,HUMANISER
HUMAIN,HUMANISME
HUMAIN,HUMANITE
HUMAIN,INHUMAIN
HUMANISATION,HUMANISER
HUMANISME,HUMANISTE
HUMANISME,HUMANITE
HUMANITAIRE,HUMANITE
HYDROGRAPHIE,HYDROGRAPHIQUE
HYDROLOGIE,HYDROLOGIQUE
HYGIENE,HYGIENIQUE
HYGROMETRIE,HYGROMETRIQUE
HYPERBOLE,HYPERBOLIQUE
HYPERTROPHIE,HYPERTROPHIER
HYPERTROPHIE,HYPERTROPHIQUE
HYPNOTIQUE,HYPNOTISER
HYPOCRISIE,HYPOCRITE
HYPOPHYSAIRE,HYPOPHYSE
HYPOTHECAIRE,HYPOTHEQUE
HYPOTHEQUE,HYPOTHEQUER
HYPOTHESE,HYPOTHETIQUE
HYSTERIE,HYSTERIQUE
ICONOGRAPHIE,ICONOGRAPHIQUE
IDEAL,IDEALISER
IDEAL,IDEALISME
IDEAL,IDEALISTE
IDEAL,IDEE
IDEALISATION,IDEALISER
IDEALISME,IDEALISTE
IDENTIFIABLE,IDENTIFIER
IDENTIFIANT,IDENTIFIER
IDENTIFICATION,IDENTIFIER
IDENTIFIER,IDENTITE
IDENTITAIRE,IDENTITE
IDEOLOGIE,IDEOLOGIQUE
IGNOMINIE,IGNOMINIEUX
IGNORANCE,IGNORER
ILLEGAL,ILLEGALITE
ILLEGAL,LEGAL
ILLEGITIME,ILLEGITIMITE
ILLEGITIME,LEGITIME
ILLISIBLE,LISIBLE
ILLOGIQUE,LOGIQUE
ILLUMINATION,ILLUMINER
ILLUSION,ILLUSOIRE
ILLUSTRATEUR,ILLUSTRATION
ILLUSTRATEUR,ILLUSTRER
ILLUSTRATION,ILLUSTRER
IMAGINABLE,IMAGINER
IMAGINABLE,INIMAGINABLE
IMAGINATIF,IMAGINATION
IMAGINATIF,IMAGINER
IMAGINATION,IMAGINER
IMBECILE,IMBECILLITE
IMBRICATION,IMBRIQUER
IMITATION,IMITER
IMMATERIALITE,IMMATERIEL
IMMATRICULATION,IMMATRICULER
IMMEDIAT,IMMEDIATETE
IMMOBILE,IMMOBILISER
IMMOBILE,IMMOBILISME
IMMOBILE,IMMOBILITE
IMMOBILE,MOBILE
IMMOBILISATION,IMMOBILISER
IMMORAL,IMMORALITE
IMMORAL,MORAL
IMMUNITAIRE,IMMUNITE
IMPARDONNABLE,PARDONNABLE
IMPARFAIT,PARFAIT
IMPASSIBILITE,IMPASSIBLE
IMPENETRABILITE,IMPENETRABLE
IMPERATIF,IMPERATRICE
IMPERCEPTIBLE,PERCEPTIBLE
IMPERIALISME,IMPERIALISTE
IMPERMEABILITE,IMPERMEABLE
IMPERSONNALITE,IMPERSONNEL
IMPERSONNEL,PERSONNEL
IMPETUEUX,IMPETUOSITE
IMPITOYABLE,PITOYABLE
IMPLANTATION,IMPLANTER
IMPLICATION,IMPLIQUER
IMPOLITIQUE,POLITIQUE
IMPOPULAIRE,IMPOPULARITE
IMPOPULAIRE,POPULAIRE
IMPORTATEUR,IMPORTATION
IMPORTUNER,IMPORTUNITE
IMPOSABLE,IMPOSER
IMPOSER,IMPOSITION
IMPOSER,IMPOT
IMPOSSIBILITE,IMPOSSIBLE
IMPOSSIBLE,POSSIBLE
IMPREGNATION,IMPREGNER
IMPRESSION,IMPRESSIONNER
IMPRESSION,IMPRESSIONNISME
IMPRESSION,IMPRESSIONNISTE
IMPRESSION,IMPRIMER
IMPRESSION,REIMPRESSION
IMPRESSIONNABLE,IMPRESSIONNER
IMPRESSIONNANT,IMPRESSIONNER
IMPRESSIONNISME,IMPRESSIONNISTE
IMPREVISIBILITE,IMPREVISIBLE
IMPRIMER,IMPRIMEUR
IMPROBABLE,PROBABLE
IMPRODUCTIF,PRODUCTIF
IMPROVISATION,IMPROVISER
IMPUISSANT,PUISSANT
INALIENABILITE,INALIENABLE
INAMOVIBILITE,INAMOVIBLE
INAUGURATION,INAUGURER
INCANTATION,INCANTATOIRE
INCARNATION,INCARNER
INCARNATION,REINCARNATION
INCENDIAIRE,INCENDIE
INCENDIE,INCENDIER
INCERTAIN,INCERTITUDE
INCESTE,INCESTUEUX
INCINERATION,INCINERER
INCITATION,INCITER
INCLINAISON,INCLINER
INCLINATION,INCLINER
INCLURE,INCLUSION
INCOMMODE,INCOMMODITE
INCOMPATIBILITE,INCOMPATIBLE
INCREDULE,INCREDULITE
INCRIMINATION,INCRIMINER
INCRUSTATION,INCRUSTER
INDE,INDIEN
INDEMNE,INDEMNISER
INDEMNISATION,INDEMNISER
INDEPENDANCE,INDEPENDANTISTE
INDEPENDANT,INDEPENDANTISTE
INDICATEUR,INDICATIF
INDICATEUR,INDIQUER
INDICATIF,INDIQUER
INDIGNATION,INDIGNER
INDIGNE,INDIGNITE
INDISPOSER,INDISPOSITION
INDISSOLUBILITE,INDISSOLUBLE
INDIVIDU,INDIVIDUEL
INDIVIDUALISER,INDIVIDUEL
INDIVIDUALISME,INDIVIDUALISTE
INDIVIDUALITE,INDIVIDUEL
INDIVISIBILITE,INDIVISIBLE
INDUCTEUR,INDUIRE
INDUCTION,INDUIRE
INDUIRE,INDUIT
INDUSTRIALISER,INDUSTRIEL
INDUSTRIE,INDUSTRIEL
INDUSTRIE,INDUSTRIEUX
INEFFICACE,INEFFICACITE
INEGAL,INEGALITE
INEGALITAIRE,INEGALITE
INERTE,INERTIE
INEXACT,INEXACTITUDE
INFAILLIBILITE,INFAILLIBLE
INFANTILE,INFANTILISME
INFECTE,INFECTER
INFECTER,INFECTION
INFECTIEUX,INFECTION
INFERENCE,INFERER
INFERIEUR,INFERIORITE
INFILTRATION,INFILTRER
INFINI,INFINITE
INFIRME,INFIRMER
INFIRME,INFIRMIER
INFIRME,INFIRMITE
INFLAMMATION,INFLAMMATOIRE
INFLATION,INFLATIONNISTE
INFLECHIR,INFLECHISSEMENT
INFLECHIR,INFLEXION
INFLUENCE,INFLUENCER
INFLUENCE,INFLUER
INFORMATEUR,INFORMATIF
INFORMATEUR,INFORMATION
INFORMATEUR,INFORMER
INFORMATICIEN,INFORMATIQUE
INFORMATIF,INFORMATION
INFORMATIF,INFORMER
INFORMATION,INFORMATIONNEL
INFORMATION,INFORMER
INFORMATIQUE,INFORMATISER
INFORMATISATION,INFORMATISER
INGENIEUX,INGENIOSITE
INGRAT,INGRATITUDE
INHIBER,INHIBITEUR
INHIBER,INHIBITION
INHIBITEUR,INHIBITION
INHUMAIN,INHUMANITE
ININTELLIGIBLE,INTELLIGIBLE
INITIATEUR,INITIER
INITIE,INITIER
INJECTER,INJECTION
INJURE,INJURIEUX
INJUSTE,INJUSTICE
INJUSTE,JUSTE
INJUSTIFIABLE,JUSTIFIABLE
INNOVANT,INNOVER
INNOVATEUR,INNOVATION
INNOVATEUR,INNOVER
INNOVATION,INNOVER
INOFFENSIF,OFFENSIF
INONDATION,INONDER
INONDE,INONDER
INOPPORTUN,OPPORTUN
INORGANIQUE,ORGANIQUE
INQUIET,INQUIETUDE
INQUIETANT,INQUIETER
INQUISITEUR,INQUISITION
INQUISITEUR,INQUISITORIAL
INSAISISSABLE,SAISISSABLE
INSCRIPTION,INSCRIRE
INSCRIRE,INSCRIT
INSCRIT,NONINSCRIT
INSENSIBILISER,INSENSIBLE
INSENSIBILITE,INSENSIBLE
INSENSIBLE,SENSIBLE
INSERTION,REINSERTION
INSIGNIFIANT,SIGNIFIANT
INSINUATION,INSINUER
INSISTANCE,INSISTER
INSPECTER,INSPECTEUR
INSPECTER,INSPECTION
INSPECTEUR,INSPECTION
INSPIRATEUR,INSPIRATION
INSPIRATEUR,INSPIRER
INSPIRATION,INSPIRER
INSPIRE,INSPIRER
INSTABILITE,INSTABLE
INSTABLE,STABLE
INSTALLATION,REINSTALLATION
INSTANT,INSTANTANE
INSTANTANE,INSTANTANEITE
INSTAURATION,INSTAURER
INSTIGATEUR,INSTIGATION
INSTINCT,INSTINCTIF
INSTITUER,INSTITUT
INSTITUER,INSTITUTEUR
INSTITUER,INSTITUTION
INSTITUTEUR,INSTITUTION
INSTITUTION,INSTITUTIONNEL
INSTRUCTEUR,INSTRUCTIF
INSTRUCTEUR,INSTRUCTION
INSTRUCTEUR,INSTRUIRE
INSTRUCTIF,INSTRUCTION
INSTRUCTIF,INSTRUIRE
INSTRUCTION,INSTRUIRE
INSTRUMENT,INSTRUMENTAL
