lemma_a,lemma_b
PERSEVERANT,PERSEVERER
PERSISTANT,PERSISTER
PERSPIRANT,PERSPIRER
PERTURBANT,PERTURBER
PESANT,PESER
PETANT,PETER
PETARADANT,PETARADER
PETILLANT,PETILLER
PETRARQUISANT,PETRARQUISER
PETRIFIANT,PETRIFIER
PHOSPHORE,PHOSPHORER
PIAFFANT,PIAFFER
PIETINANT,PIETINER
PIGEONNANT,PIGEONNER
PIQUANT,PIQUER
PIVOTANT,PIVOTER
PLAIDANT,PLAIDER
PLAIGNANT,PLAINDRE
PLAISANT,PLAIRE
PLANANT,PLANER
PLASTIFIANT,PLASTIFIER
PLEURANT,PLEURER
PLIANT,PLIER
PLOMBANT,PLOMBER
PLONGEANT,PLONGER
PLOYANT,PLOYER
POIGNANT,POIGNER
POIGNANT,POINDRE
POILANT,POILER
POLARISANT,POLARISER
POLLUANT,POLLUER
POMME,POMMER
PONTIFIANT,PONTIFIER
PORTANT,PORTER
POSSEDANT,POSSEDER
POSTULANT,POSTULER
POUDROYANT,POUDROYER
POUPONNE,POUPONNER
POURRISSANT,POURRIR
PRATIQUANT,PRATIQUER
PRECUIT,PRECUIRE
PREDOMINANT,PREDOMINER
PREENREGISTRE,PREENREGISTRER
PREEXISTANT,PREEXISTER
PRENANT,PRENDRE
PREOCCUPANT,PREOCCUPER
PREPENSIONNE,PREPENSIONNER
PREPOSE,PREPOSER
PRESSANT,PRESSER
PREVENANT,PREVENIR
PREVOYANT,PREVOIR
PRIANT,PRIER
PROBANT,PROBER
PROFESSANT,PROFESSER
PROFESSIONNALISANT,PROFESSIONNALISER
PROFITANT,PROFITER
PROLIFERANT,PROLIFERER
PROPOSANT,PROPOSER
PROTESTANT,PROTESTER
PSYCHOLOGISANT,PSYCHOLOGISER
PUANT,PUER
PULLULANT,PULLULER
PULSANT,PULSER
PURIFIANT,PURIFIER
PYRAMIDE,PYRAMIDER
QUALIFIANT,QUALIFIER
QUARTE,QUARTER
RABAISSANT,RABAISSER
RABATTANT,RABATTRE
RADIANT,RADIER
RAFRAICHISSANT,RAFRAICHIR
RAGEANT,RAGER
RAGOUTANT,RAGOUTER
RAISONNANT,RAISONNER
RAJEUNISSANT,RAJEUNIR
RALANT,RALER
RALLIE,RALLIER
RAMOLLISSANT,RAMOLLIR
RAMPANT,RAMPER
RASANT,RASER
RASSASIANT,RASSASIER
RASSEOIR,RASSIR
RASSEOIR,RASSOIR
RASSIR,RASSEOIR
RASSIR,RASSOIR
RASSIS,RASSEOIR
RASSIS,RASSIR
RASSIS,RASSOIR
RASSOIR,RASSEOIR
RASSOIR,RASSIR
RASSURANT,RASSURER
RATIOCINANT,RATIOCINER
RATIONALISANT,RATIONALISER
RAVIGOTANT,RAVIGOTER
RAVISSANT,RAVIR
RAYONNANT,RAYONNER
REACQUIS,REACQUERIR
REBONDISSANT,REBONDIR
REBUTANT,REBUTER
RECALCITRANT,RECALCITRER
RECHAUFFANT,RECHAUFFER
RECHIGNE,RECHIGNER
RECIDIVANT,RECIDIVER
RECITANT,RECITER
RECOLTANT,RECOLTER
RECOMBINANT,RECOMBINER
RECONFORTANT,RECONFORTER
RECONNAISSANT,RECONNAITRE
RECONQUERANT,RECONQUERIR
RECONSTITUANT,RECONSTITUER
RECOURANT,RECOURIR
RECOUVRANT,RECOUVRER
RECOUVRANT,RECOUVRIR
RECRIMINE,RECRIMINER
RECRU,RECROITRE
REDONDANT,REDONDER
REDONDE,REDONDER
REFLECHISSANT,REFLECHIR
REFRIGERANT,REFRIGERER
REGARDANT,REGARDER
REGENERANT,REGENERER
REGISSANT,REGIR
REGLANT,REGLER
REGNANT,REGNER
REGRESSE,REGRESSER
REGULARISANT,REGULARISER
REHYDRATANT,REHYDRATER
REITERANT,REITERER
REJOUISSANT,REJOUIR
RELAXANT,RELAXER
RELEVANT,RELEVER
RELUISANT,RELUIRE
REMETTANT,REMETTRE
REMINERALISANT,REMINERALISER
REMONTANT,REMONTER
REMPLACANT,REMPLACER
REMUANT,REMUER
RENAISSANT,RENAITRE
RENARDE,RENARDER
RENFORCANT,RENFORCER
RENOUVELANT,RENOUVELER
RENTRANT,RENTRER
RENVERSANT,RENVERSER
RENVOYE,RENVOYER
REPENTANT,REPENTIR
REPOSANT,REPOSER
REPOUSSANT,REPOUSSER
REPUGNANT,REPUGNER
REQUERANT,REQUERIR
RESCINDANT,RESCINDER
RESISTANT,RESISTER
RESOLVANT,RESOUDRE
RESONNANT,RESONNER
RESPIRANT,RESPIRER
RESPLENDISSANT,RESPLENDIR
RESSEMBLANT,RESSEMBLER
RESSORTISSANT,RESSORTIR
RESTANT,RESTER
RESULTANT,RESULTER
RETENTISSANT,RETENTIR
RETOMBANT,RETOMBER
RETRAITE,RETRAITER
RETRAYANT,RETRAIRE
RETRECISSANT,RETRECIR
REVENANT,REVENIR
REVERBERANT,REVERBERER
REVIGORANT,REVIGORER
REVITALISANT,REVITALISER
REVIVIFIANT,REVIVIFIER
REVOLTANT,REVOLTER
RIANT,RIRE
RICANANT,RICANER
ROMANISANT,ROMANISER
RONFLANT,RONFLER
RONRONNANT,RONRONNER
ROSISSANT,ROSIR
ROUCOULANT,ROUCOULER
ROUE,ROUER
ROUGEOYANT,ROUGEOYER
ROUGISSANT,ROUGIR
ROULANT,ROULER
RUBEFIANT,RUBEFIER
RUGISSANT,RUGIR
RUISSELANT,RUISSELER
RUMINANT,RUMINER
RUSE,RUSER
RUSSISANT,RUSSISER
RUTILANT,RUTILER
SAIGNANT,SAIGNER
SAILLANT,SAILLIR
SAISISSANT,SAISIR
SALANT,SALER
SALISSANT,SALIR
SALIVANT,SALIVER
SANCTIFIANT,SANCTIFIER
SANCTIFIE,SANCTIFIER
SANCTIONNE,SANCTIONNER
SANGLANT,SANGLER
SANGLOTANT,SANGLOTER
SATISFAISANT,SATISFAIRE
SATURANT,SATURER
SAUNANT,SAUNER
SAUTILLANT,SAUTILLER
SCINTILLANT,SCINTILLER
SCLERIFIANT,SCLERIFIER
SCLEROSANT,SCLEROSER
SEANT,SEOIR
SECOUANT,SECOUER
SECURISANT,SECURISER
SEDUISANT,SEDUIRE
SENSIBILISANT,SENSIBILISER
SEQUESTRANT,SEQUESTRER
SERPENTANT,SERPENTER
SERVANT,SERVIR
SEYANT,SEOIR
SIDERANT,SIDERER
SIFFLANT,SIFFLER
SIFFLOTANT,SIFFLOTER
SIGNIFIANT,SIGNIFIER
SINISANT,SINISER
SINUE,SINUER
SLAVISANT,SLAVISER
SOCIALISANT,SOCIALISER
SOIGNANT,SOIGNER
SOMMEILLANT,SOMMEILLER
SONNANT,SONNER
SORTANT,SORTIR
SOUDANT,SOUDER
SOUFFLANT,SOUFFLER
SOUFFRANT,SOUFFRIR
SOULANT,SOULER
SOUPIRANT,SOUPIRER
SOURIANT,SOURIRE
SOUSTRAITANT,SOUSTRAITER
SPIRALE,SPIRALER
SPORULE,SPORULER
STABILISANT,STABILISER
STAGNANT,STAGNER
STATIONNE,STATIONNER
STERILISANT,STERILISER
STIGMATISANT,STIGMATISER
STIMULANT,STIMULER
STRESSANT,STRESSER
STRIDULANT,STRIDULER
STRUCTURANT,STRUCTURER
STUPEFIANT,STUPEFIER
SUANT,SUER
SUBJUGUANT,SUBJUGUER
SUBORDONNANT,SUBORDONNER
SUBSIDIANT,SUBSIDIER
SUBSISTANT,SUBSISTER
SUCCOMBANT,SUCCOMBER
SUCRANT,SUCRER
SUFFISANT,SUFFIRE
SUINTANT,SUINTER
SUIVANT,SUIVRE
SUPPLEANT,SUPPLEER
SUPPLIANT,SUPPLIER
SUPPLICIANT,SUPPLICIER
SUPPURANT,SUPPURER
SUPPURE,SUPPURER
SURABONDANT,SURABONDER
SURACTIVE,SURACTIVER
SURDETERMINANT,SURDETERMINER
SUREXCITANT,SUREXCITER
SURGI,SURGIR
SURGISSANT,SURGIR
SURI,SURIR
SURLIGNANT,SURLIGNER
SURNAGEANT,SURNAGER
SURPLOMBANT,SURPLOMBER
SURPRENANT,SURPRENDRE
SURSATURANT,SURSATURER
SURSEOIR,SURSOIR
SURSOIR,SURSEOIR
SURVEILLANT,SURVEILLER
SURVIRANT,SURVIRER
SURVIVANT,SURVIVRE
SURVOLANT,SURVOLER
SUSURRANT,SUSURRER
SYMPATHISANT,SYMPATHISER
TACHANT,TACHER
TALLE,TALLER
TAMBOURINANT,TAMBOURINER
TANNANT,TANNER
TAPANT,TAPER
TARE,TARER
TATONNANT,TATONNER
TELEDECLARANT,TELEDECLARER
TEMPERANT,TEMPERER
TENANT,TENIR
TENORISANT,TENORISER
TENTANT,TENTER
TERRIFIANT,TERRIFIER
TERRORISANT,TERRORISER
TETANISANT,TETANISER
TIERCE,TIERCER
TIMBRE,TIMBRER
TINTINNABULANT,TINTINNABULER
TIRAILLANT,TIRAILLER
TITUBANT,TITUBER
TOLERANT,TOLERER
TOMBANT,TOMBER
TONIFIANT,TONIFIER
TONITRUANT,TONITRUER
TONNANT,TONNER
TORDANT,TORDRE
TORTURANT,TORTURER
TOTALISANT,TOTALISER
TOUCHANT,TOUCHER
TOURBILLONNANT,TOURBILLONNER
TOURNANT,TOURNER
TOURNOYANT,TOURNOYER
TRACANT,TRACER
TRACASSANT,TRACASSER
TRAINANT,TRAINER
TRAITANT,TRAITER
TRANCHANT,TRANCHER
TRANQUILLISANT,TRANQUILLISER
TRANSCENDANT,TRANSCENDER
TRANSFORMANT,TRANSFORMER
TRANSHUMANT,TRANSHUMER
TRANSPIRANT,TRANSPIRER
TRAUMATISANT,TRAUMATISER
TRAVERSANT,TRAVERSER
TREBUCHANT,TREBUCHER
TREMBLANT,TREMBLER
TREMBLE,TREMBLER
TREMBLOTANT,TREMBLOTER
TREMULANT,TREMULER
TREPASSE,TREPASSER
TREPIDANT,TREPIDER
TREPIGNANT,TREPIGNER
TRESSAILLANT,TRESSAILLIR
TRIOMPHANT,TRIOMPHER
TROTTANT,TROTTER
TROTTINANT,TROTTINER
TROUBLANT,TROUBLER
TUANT,TUER
UNIFORMISANT,UNIFORMISER
USANT,USER
VACILLANT,VACILLER
VAGISSANT,VAGIR
VALORISANT,VALORISER
VARIANT,VARIER
VENANT,VENIR
VENTE,VENTER
VERDISSANT,VERDIR
VERDOYANT,VERDOYER
VERGE,VERGER
VERGLACANT,VERGLACER
VERGLACE,VERGLACER
VERMICULE,VERMICULER
VERSANT,VERSER
VEXANT,VEXER
VIBRANT,VIBRER
VIBRIONNANT,VIBRIONNER
VICTIMISANT,VICTIMISER
VIEILLISSANT,VIEILLIR
VIGILANT,VIGILER
VIREVOLTANT,VIREVOLTER
VIRILISANT,VIRILISER
VIVANT,VIVRE
VIVIFIANT,VIVIFIER
VOCIFERANT,VOCIFERER
VOLANT,VOLER
VOLTIGEANT,VOLTIGER
VOYANT,VOIR
VRILLANT,VRILLER
VROMBISSANT,VROMBIR
